TestId,Date,Time,Code,Position,Type,Excluded,Tags,System Weight,Jump Height,Jump Momentum,Countermovement Depth,Braking RFD,Stiffness,Force at Min Displacement,Relative Force at Min Displacement,Avg. Braking Force,Avg. Relative Braking Force,Peak Braking Force,Peak Relative Braking Force,Avg. Propulsive Force,Avg. Relative Propulsive Force,Peak Propulsive Force,Peak Relative Propulsive Force,Unweighting Phase,Unweighting Phase %,Braking Phase,Braking Phase %,Propulsive Phase,Propulsive Phase %,Flight Time,Time To Takeoff,Braking Net Impulse,Propulsive Net Impulse,Positive Impulse,Positive Net Impulse,Impulse Ratio,Avg. Braking Velocity,Peak Braking Velocity,Avg. Propulsive Velocity,Takeoff Velocity,Peak Velocity,Avg. Braking Power,Avg. Relative Braking Power,Peak Braking Power,Peak Relative Braking Power,Avg. Propulsive Power,Avg. Relative Propulsive Power,Peak Relative Propulsive Power,Peak Propulsive Power,L|R Peak Braking Force,Left Force at Peak Braking Force,Right Force at Peak Braking Force,L|R Avg. Braking Force,Left Avg. Braking Force,Right Avg. Braking Force,L|R Peak Propulsive Force,Left Force at Peak Propulsive Force,Right Force at Peak Propulsive Force,L|R Avg. Propulsive Force,Left Avg. Propulsive Force,Right Avg. Propulsive Force,L|R Avg. Braking RFD,Left Avg. Braking RFD,Right Avg. Braking RFD,L|R Braking Impulse Index,L|R Propulsive Impulse Index,Time to Stabilization,Landing Stiffness,Peak Landing Force,Avg. Landing Force,Relative Peak Landing Force,L|R Peak Landing Force,Left Force at Peak Landing Force,Right Force at Peak Landing Force,L|R Avg. Landing Force,Left Avg. Landing Force,Right Avg. Landing Force,L|R Landing Impulse Index,RSI,mRSI,Braking Impulse,Relative Braking Impulse,Relative Braking Net Impulse,Propulsive Impulse,Relative Propulsive Impulse,Relative Propulsive Net Impulse
zEdeEzqEnUcQc5OaquiJ,4/11/2024,15:26:26,BASEB27,NA,Countermovement Jump,,,888.086,0.4434,267.0112,-0.2966,9964.7887,-7771.1847,2305,259.5469,1824.4507,205.4363,2298,258.7587,2094.4505,235.8387,2460,277.0002,0.251,40.813,0.142,23.0894,0.222,36.0976,0.623,0.615,132.2478,268.9489,724.46,401.1967,2.0337,-0.9087,-1.4728,1.7931,2.9495,3.0543,-1498.4224,-16.5519,-2201.5004,-24.3183,3371.9935,37.2478,64.7128,5858.3604,7.9199,1240,1058,9.0809,995.0634,829.3873,3.0081,1267,1193,1.8999,1067.1216,1027.3288,8.1272,5387.3239,4577.4648,16.6544,3.7601,N/A,-5147.8173,8150,1217.5194,917.7039,3.0675,4200,3950,-3.5829,586.9483,630.5711,N/A,1.013,0.721,258.356,2.8539,1.4608,466.104,5.1487,2.9709
BUJIB9u82MO045vo3fBe,4/8/2024,15:33:28,BASEB27,NA,Countermovement Jump,,,883.451,0.5068,283.973,-0.3432,7289.7727,-6320.614,2169,245.5145,1721.3409,194.8428,2169,245.5145,2062.6763,233.4794,2344,265.3231,0.235,36.0429,0.176,26.9939,0.241,36.9632,0.653,0.652,146.7921,285.2653,800.4565,432.0574,1.9433,-0.9914,-1.635,1.82,3.1533,3.2353,-1559.8259,-17.3206,-2164.9821,-24.0404,3471.4542,38.5477,69.0458,6218.0022,5.6708,1146,1023,2.0201,878.0568,843.2841,0.5119,1178,1166,0.7051,1038.61,1024.0664,16.7576,4255.6818,3034.0909,3.8859,1.4266,N/A,-5047.1315,6921,1540.5424,783.4051,-9.8974,3118,3803,8.5209,835.9052,704.6373,N/A,1.0015,0.7773,302.2795,3.3566,1.63,498.177,5.5318,3.1676
BmaaBPJk1TVQh5qpFbjV,4/4/2024,15:27:59,BASEB27,NA,Countermovement Jump,,,879.187,0.4781,274.5003,-0.3081,11385.1852,-7869.6907,2425,275.823,1892.1185,215.2123,2423,275.5955,2125.3213,241.7371,2516,286.1735,0.249,41.157,0.135,22.314,0.221,36.5289,0.632,0.605,135.9698,276.5922,725.5525,412.5619,2.0342,-0.962,-1.5309,1.8741,3.0629,3.1684,-1623.7691,-18.1181,-2328.6564,-25.9832,3555.9048,39.6769,68.3794,6128.2665,7.0574,1297,1126,5.8903,1001.7852,890.3333,4.1335,1310,1206,2.0153,1084.0769,1041.2443,9.3038,6222.2222,5162.963,11.1076,3.9716,N/A,-6413.8181,8336,1382.9868,948.1487,-0.8877,4131,4205,20.8319,835.5448,547.442,N/A,1.0446,0.7903,254.66,2.8415,1.5172,470.8925,5.2542,3.0862
3fvSeiGjBBZahr7mDwuG,3/28/2024,15:27:40,BASEB27,NA,Countermovement Jump,,,886.704,0.4747,275.8539,-0.335,7343.3735,-6304.6181,2112,238.1855,1693.006,190.9325,2112,238.1855,2037.5417,229.7883,2379,268.297,0.267,39.6731,0.166,24.6657,0.24,35.6612,0.618,0.673,133.2291,277.2435,770.4745,410.4727,2.081,-0.922,-1.4797,1.7806,3.0519,3.1499,-1413.6973,-15.6404,-1985.4637,-21.9661,3338.3718,36.9339,66.9483,6051.3084,3.2197,1090,1022,1.7674,861.4639,831.5422,0.7987,1199,1180,-0.7354,1011.2792,1026.2625,15.0123,4222.8916,3120.4819,3.4175,-1.4302,1030,-4366.4177,6651,1152.2039,750.0812,-12.5846,2907,3744,-0.4742,573.3699,578.834,-0.9441,0.9183,0.7054,280.422,3.1024,1.474,490.0525,5.4217,3.0673
sFslAF5CctmbtHy3iSMO,3/28/2024,15:27:30,BASEB27,NA,Countermovement Jump,,,887.76,0.4543,270.163,-0.3417,5556.1224,-5779.9066,1975,222.47,1500.5612,169.0278,1974,222.3574,1945.9023,219.1924,2304,259.5296,0.27,37.3961,0.196,27.1468,0.256,35.4571,0.618,0.722,119.561,271.8584,792.687,391.4195,2.2738,-0.8621,-1.3304,1.7355,2.9854,3.0972,-1173.9087,-12.972,-1554.0294,-17.1725,3121.0918,34.489,63.4444,5741.426,9.4225,1080,894,10.5716,829.5969,670.9643,1.9097,1174,1130,2.4758,997.0391,948.8633,12.5803,3127.551,2428.5714,19.1155,4.862,1130,-4287.4724,6530,1134.9496,735.5592,-2.9709,3168,3362,3.9128,589.6788,545.2708,7.5376,0.856,0.6292,293.562,3.2439,1.3212,499.125,5.5155,3.0041
21WDhFAF6SseMmbPH0HD,3/26/2024,15:33:07,BASEB27,NA,Countermovement Jump,,,878.525,0.4799,274.8056,-0.3,8927.6316,-7437.4358,2231,253.9484,1709.3882,194.5748,2231,253.9484,2123.0271,241.6581,2498,284.3402,0.236,38.7521,0.152,24.9589,0.221,36.289,0.627,0.609,125.6062,276.129,729.425,401.7352,2.1984,-0.8895,-1.408,1.8361,3.0686,3.1627,-1365.4747,-15.2475,-1901.8854,-21.2373,3526.8623,39.3825,68.1214,6100.5421,5.7822,1180,1051,9.0264,931.8421,777.5461,1.5212,1268,1230,-0.0769,1060.6968,1062.3303,1.6949,4539.4737,4388.1579,16.5918,-0.125,N/A,-4692.2938,6717,1513.75,764.577,2.248,3434,3283,-7.0652,703.4003,810.3497,N/A,1.0296,0.7881,259.142,2.8937,1.4026,470.283,5.2514,3.0834
gpGCp2ueUkHwa5tP8Huk,3/26/2024,15:32:59,BASEB27,NA,Countermovement Jump,,,878.777,0.4266,259.1557,-0.2949,7190.4762,-7076.4622,2087,237.4891,1580.7083,179.8759,2087,237.4891,2015.9474,229.4037,2461,280.0483,0.243,38.0282,0.168,26.2911,0.228,35.6808,0.595,0.639,117.3145,260.3018,725.612,377.6163,2.2188,-0.8465,-1.3129,1.7654,2.893,3.0203,-1203.5096,-13.4351,-1613.004,-18.0064,3201.0179,35.7337,63.7294,5708.8639,6.4686,1111,976,4.2608,824.0298,756.6786,1.9098,1254,1207,2.653,1034.7149,981.2325,15.5629,4154.7619,3035.7143,8.1262,5.1786,N/A,-4526.5527,7072,1477.6449,804.7548,8.4559,3835,3237,24.5833,920.4494,557.1955,N/A,0.9311,0.6676,264.949,2.9577,1.3096,460.663,5.1425,2.9058
Kb6sSTT3jhwVdPmwbhhv,3/19/2024,15:29:38,BASEB27,NA,Countermovement Jump,,,882.815,0.3723,243.2077,-0.2656,7185.6287,-7837.7919,2082,235.8365,1524.0838,172.6391,2082,235.8365,2008.3333,227.492,2556,289.5284,0.316,45.2074,0.167,23.8913,0.216,30.9013,0.569,0.699,106.4859,244.1315,688.7355,350.6174,2.2926,-0.769,-1.1842,1.6913,2.7026,2.8317,-1056.6849,-11.7421,-1393.3189,-15.4828,3019.9898,33.5587,59.0703,5315.8161,6.1479,1105,977,0.697,767.3533,756.7305,2.6604,1312,1244,0.7935,1012.1343,996.1991,17.3333,4215.5689,2970.0599,1.306,1.6095,N/A,-4426.1052,5499,1281.3113,622.8938,-19.84,2204,3295,-10.414,573.9377,707.3735,N/A,0.814,0.5326,253.916,2.8216,1.1833,434.8195,4.8318,2.7128
ad4fSaaOh97V9Jm3RzGy,3/19/2024,15:29:31,BASEB27,NA,Countermovement Jump,,,882.616,0.431,261.634,-0.2878,6446.9274,-7095.0326,2042,231.3577,1515.4581,171.7007,2036,230.6779,2065.4414,234.0136,2538,287.5543,0.304,43.1206,0.179,25.3901,0.222,31.4894,0.584,0.705,112.6977,263.5912,730.218,376.289,2.3389,-0.8196,-1.2649,1.741,2.908,3.0239,-1125.4186,-12.5087,-1518.567,-16.8784,3255.8333,36.1876,66.0816,5945.4305,0.7859,1026,1010,-1.3931,747.1732,768.2849,0.4728,1275,1263,-0.68,1025.6982,1039.7432,1.3865,3268.1564,3178.7709,-2.758,-1.3384,N/A,-6356.3951,6077,1287.1203,688.5214,3.2088,3136,2941,-11.6866,568.3499,718.7704,N/A,0.8284,0.6114,270.686,3.0086,1.2526,459.532,5.1076,2.9297
21IIHNhZ3V5N2jfMO6kt,3/14/2024,12:33:14,BASEB27,NA,Countermovement Jump,,,874.48,0.4629,268.6402,-0.3209,9965.5172,-7239.2659,2323,265.6436,1826.3241,208.8469,2320,265.3005,2019.5617,230.9443,2341,267.7019,0.26,40.625,0.145,22.6562,0.235,36.7187,0.627,0.64,137.2859,270.2407,739.829,407.5266,1.9685,-0.9581,-1.5485,1.8072,3.0136,3.1147,-1574.9108,-17.6675,-2270.2138,-25.4675,3308.4145,37.1141,65.1402,5806.7058,2.7586,1192,1128,0.313,916.0207,910.3034,2.5203,1200,1141,1.1861,1021.7574,997.8043,11.5571,5558.6207,4406.8966,0.5638,2.3467,N/A,-4438.4782,6942,1613.7052,793.8432,-0.0576,3469,3473,1.5893,819.6763,794.0289,N/A,0.9797,0.7233,264.0855,2.9625,1.5401,475.7435,5.3369,3.0316
BRdYEwMHkND1ybrSlfe9,3/14/2024,12:33:08,BASEB27,NA,Countermovement Jump,,,873.462,0.4679,269.7639,-0.3454,7497.1098,-6282.5066,2170,248.4367,1629.6705,186.576,2170,248.4367,1969.4715,225.4788,2207,252.6727,0.262,38.4728,0.173,25.4038,0.246,36.1233,0.613,0.681,130.1696,270.6788,766.829,400.8484,2.0794,-0.945,-1.4629,1.7825,3.0298,3.1182,-1376.1418,-15.4557,-1846.1201,-20.7341,3223.424,36.2028,63.7015,5671.8463,4.2396,1131,1039,9.1997,889.7977,739.8728,0.6797,1111,1096,-0.6923,977.9187,991.5528,-6.091,3520.2312,3976.8786,16.9094,-1.3434,N/A,-4871.1616,7018,1440.7472,803.4694,-15.9305,2950,4068,-38.0651,446.1626,994.5845,N/A,0.9001,0.687,281.2785,3.1591,1.462,485.5505,5.4533,3.04
8M6lYPNUQ6pbZOFeyLni,3/7/2024,15:27:21,BASEB27,NA,Countermovement Jump,,,885.596,0.5261,290.0448,-0.343,11737.2263,-7277.2225,2496,281.8441,1979.8102,223.5568,2495,281.7312,2139.7716,241.6194,2498,282.0699,0.272,42.4337,0.137,21.3729,0.232,36.1934,0.671,0.641,149.0948,292.1937,768.0735,441.2886,1.9598,-1.0358,-1.666,1.8962,3.2129,3.2876,-1831.7609,-20.2909,-2660.235,-29.4682,3693.6881,40.916,69.7964,6300.8618,0.3607,1252,1243,0.5272,995.1241,984.6861,0.5604,1256,1242,-0.0759,1069.0733,1070.6983,2.8607,6036.4964,5700.7299,1.0363,-0.1462,N/A,-4115.2263,7441,1712.6253,840.2251,3.7764,3861,3580,0.6491,861.8713,850.754,N/A,1.0468,0.8208,270.4215,2.9955,1.6516,497.652,5.5126,3.2367
TDLzu6X5mqXBRe5gjqY8,3/6/2024,15:36:58,BASEB27,NA,Countermovement Jump,,,882.645,0.5217,287.845,-0.3582,11135.7143,-6825.7522,2445,277.0083,1985.7429,224.9764,2445,277.0083,2094.0966,237.2524,2446,277.1216,0.263,41.0296,0.14,21.8409,0.238,37.1295,0.67,0.641,153.6442,289.528,776.812,443.1722,1.8844,-1.0507,-1.7168,1.8841,3.1992,3.2743,-1874.5257,-20.8341,-2733.3526,-30.3794,3603.5676,40.0512,69.6279,6264.6985,3.9673,1271,1174,5.2345,1044.8429,940.9,4.0065,1272,1174,0.6531,1053.8866,1040.2101,0.8339,5614.2857,5521.4286,9.9702,1.3217,N/A,-4453.0172,7551,1376.2396,855.4968,-0.9932,3738,3813,-11.315,610.2591,765.9805,N/A,1.0452,0.8138,277.2145,3.0811,1.7077,499.5975,5.5527,3.2179
qtba7jBo5Fe6RXZ9FO0Y,2/29/2024,15:29:52,BASEB27,NA,Countermovement Jump,,,878.369,0.5308,288.9547,-0.3392,11271.4286,-7257.2946,2462,280.2922,1932.1929,219.9751,2462,280.2922,2141.7424,243.8317,2490,283.4799,0.26,41.3355,0.14,22.2576,0.229,36.407,0.673,0.629,146.7378,290.526,761.382,437.2638,1.9799,-1.0129,-1.6467,1.9102,3.2272,3.301,-1756.8796,-19.6216,-2589.6045,-28.9218,3720.1406,41.5481,71.4547,6397.9187,2.762,1265,1197,1.7489,982.9929,949.2,2.1687,1272,1218,-0.3305,1067.3319,1074.4105,10.5196,6228.5714,5042.8571,3.3879,-0.6372,N/A,-5398.9767,7379,1615.2828,840.0797,-6.8437,3437,3942,-17.3014,667.9082,947.3745,N/A,1.07,0.8439,269.7095,3.0122,1.6388,491.6725,5.4912,3.2447
QGDL8Asxs9cTQYCYfuRH,2/13/2024,15:32:15,BASEB27,NA,Countermovement Jump,,,885.542,0.5209,288.5889,-0.3687,11482.5175,-6870.3613,2533,286.0395,1996.3147,225.4342,2533,286.0395,2078.7066,234.7383,2534,286.1524,0.27,41.2214,0.143,21.8321,0.242,36.9466,0.673,0.655,158.011,289.9943,788.939,448.0053,1.8353,-1.093,-1.7565,1.9041,3.197,3.276,-1941.7051,-21.5101,-2873.6,-31.8336,3598.1495,39.8602,68.1281,6149.8734,-1.3028,1250,1283,-3.6546,961.6783,1034.6364,-1.1839,1252,1282,-0.6013,1033.1033,1045.6033,6.3337,6104.8951,5377.6224,-7.1051,-1.2029,N/A,-4373.5856,6195,1215.0199,699.5716,10.4116,3420,2775,29.4265,786.2788,428.7412,N/A,1.0275,0.7953,284.6435,3.1533,1.7504,504.2955,5.5866,3.2125
yHpIOculQg2vJVJDblx2,2/13/2024,15:32:07,BASEB27,NA,Countermovement Jump,,,885.463,0.4977,282.0533,-0.3212,10517.4825,-7453.4551,2394,270.367,1845.3986,208.4106,2391,270.0282,2136.6504,241.3032,2425,273.868,0.314,45.9736,0.143,20.937,0.226,33.0893,0.655,0.683,136.5103,283.9334,747.1795,420.4437,2.0799,-0.9628,-1.524,1.8332,3.1249,3.1967,-1585.4998,-17.5657,-2227.7189,-24.6808,3579.1551,39.6533,68.8033,6210.2728,0.8783,1206,1185,0.2918,925.3916,920.007,0.9485,1224,1201,-0.2313,1065.854,1070.7965,2.2606,5377.6224,5139.8601,0.5711,-0.4592,N/A,-5142.6707,7393,1451.7401,834.9304,1.7719,3762,3631,4.3394,757.3685,694.3716,N/A,0.959,0.7287,263.1315,2.9152,1.5124,484.048,5.3627,3.1457
d78V0p8JHuzkg964S8hY,2/1/2024,15:36:31,BASEB27,NA,Countermovement Jump,,,914.257,0.5336,301.5456,-0.3935,11500,-6516.6175,2564,280.4463,2036.9514,222.7986,2577,281.8682,2055.7045,224.8497,2562,280.2276,0.296,42.0455,0.144,20.4545,0.264,37.5,0.676,0.704,160.832,302.6037,836.4525,463.4356,1.8815,-1.0854,-1.7276,1.9226,3.2356,3.313,-1958.154,-21.011,-2793.3853,-29.9731,3611.1911,38.7482,66.2965,6178.5951,-1.979,1263,1314,-2.0657,997.4375,1039.5139,-1.3271,1264,1298,-0.3685,1024.0644,1031.6402,-4.4686,5493.0556,6006.9444,-4.0341,-0.7317,N/A,-4784.1551,6530,1167.0868,714.2412,-8.3308,2993,3537,-3.1539,565.1391,601.9477,N/A,0.9602,0.7579,292.485,3.1384,1.7257,543.9675,5.8368,3.2469
ixt1bOMYLueLbmJkl0eG,2/1/2024,15:36:24,BASEB27,NA,Countermovement Jump,,,914.104,0.5198,297.5858,-0.3738,11087.8378,-6818.8047,2549,278.8523,1986.9932,217.3706,2554,279.3993,2084.5906,228.0474,2547,278.6335,0.261,39.3665,0.148,22.3228,0.254,38.3107,0.668,0.663,157.9596,298.5476,823.977,456.5072,1.89,-1.0792,-1.6963,1.8893,3.1936,3.2656,-1892.2839,-20.3077,-2679.3814,-28.7546,3603.4617,38.6717,65.8917,6139.8416,-1.4096,1259,1295,2.8676,1021.9865,965.0068,-0.746,1264,1283,-1.2083,1029.7008,1054.8898,-4.936,5270.2703,5817.5676,5.6152,-2.3775,N/A,-5512.0723,8404,1217.9832,919.3702,-5.5688,3968,4436,8.7334,662.1774,555.8057,N/A,1.0075,0.7841,293.247,3.1471,1.6952,530.73,5.6957,3.204
H8u0b6r6y4Nq1pg624wM,1/30/2024,15:29:33,BASEB27,NA,Countermovement Jump,,,899.825,0.5191,292.7205,-0.3797,11055.5556,-6570.3789,2495,277.2761,1989.4375,221.0916,2499,277.7207,2074.58,230.5537,2495,277.2761,0.281,41.6296,0.144,21.3333,0.25,37.037,0.672,0.675,156.0997,294.9083,805.539,451.008,1.8892,-1.0738,-1.7163,1.8777,3.1913,3.2649,-1904.4746,-20.7628,-2700.4634,-29.4408,3563.5303,38.85,66.9093,6137.278,0.8403,1260,1239,1.5537,1010.1736,979.2639,0.9218,1259,1236,-0.5135,1031.964,1042.616,-1.7588,5430.5556,5625,3.0782,-1.0126,N/A,-4019.0383,7006,1161.3786,778.5958,-1.6272,3446,3560,13.0792,656.639,504.7396,N/A,0.9956,0.769,285.6745,3.1145,1.7018,519.8645,5.6676,3.2151
6LdMoEJp2vN0bajxB0GK,1/30/2024,15:29:26,BASEB27,NA,Countermovement Jump,,,899.439,0.5222,293.4735,-0.3926,8317.6471,-5881.2368,2309,256.7156,1790.2412,199.0398,2310,256.8268,2001.3296,222.5087,2314,257.2715,0.282,39.2211,0.17,23.6439,0.267,37.1349,0.657,0.719,150.7219,295.3423,839.119,446.0642,1.9595,-1.0403,-1.6548,1.8636,3.2009,3.2856,-1674.123,-18.2593,-2285.4275,-24.9267,3440.5921,37.5258,67.0688,6149.2621,2.2511,1181,1129,2.8406,920.5471,869.6941,2.5065,1186,1128,-0.4714,995.9476,1005.382,5.9406,4405.8824,3911.7647,5.5104,-0.9222,N/A,-5784.8415,7828,1219.3579,870.3203,-7.8947,3605,4223,-24.8415,458.2254,761.1325,N/A,0.9138,0.7263,303.6265,3.3116,1.6439,535.4925,5.8405,3.2212
K5J2wvhcmTbsOkJVJiUs,1/25/2024,15:34:09,BASEB27,NA,Countermovement Jump,,,909.689,0.5223,296.8395,-0.3841,10698.6301,-6451.7384,2478,272.4008,1981.0411,217.7712,2487,273.3901,2055.4154,225.947,2478,272.4008,0.293,41.917,0.146,20.887,0.26,37.196,0.669,0.699,155.6274,299.1084,824.0695,454.7358,1.922,-1.0663,-1.6933,1.8961,3.2011,3.2907,-1880.551,-20.2797,-2626.6393,-28.3254,3557.639,38.3652,66.7879,6193.2989,-1.3269,1227,1260,-1.0856,979.7671,1001.274,-0.6457,1231,1247,-0.4723,1022.8538,1032.5615,-1.0243,5294.5205,5404.1096,-2.1483,-0.9475,N/A,-5816.5058,9518,1112.6826,1046.2916,0.5253,4784,4734,33.9574,745.2603,367.4223,N/A,0.9571,0.7472,288.442,3.1105,1.6783,535.6275,5.7762,3.2256
cKi3GKAsU6O2e0Wz4JgD,1/25/2024,15:34:01,BASEB27,NA,Countermovement Jump,,,909.954,0.5094,293.2461,-0.3902,9701.2987,-6178.2551,2411,264.9584,1944.9026,213.7364,2412,265.0683,2032.9655,223.4141,2411,264.9584,0.368,46.9987,0.154,19.6679,0.261,33.3333,0.665,0.783,158.6256,294.2945,830.551,452.9201,1.8553,-1.0468,-1.7119,1.8881,3.1614,3.2593,-1835.2061,-19.7849,-2643.4243,-28.4981,3499.5108,37.7274,65.2687,6054.181,-0.4975,1200,1212,0.1599,974.0065,970.8961,-0.1244,1204,1207,-0.4685,1011.7203,1021.2452,3.8822,5038.961,4662.3377,0.3005,-0.9379,N/A,0,7819,920.1839,859.2742,2.9288,4024,3795,25.6178,577.9574,342.2264,N/A,0.8493,0.6506,298.7585,3.2208,1.7101,531.7925,5.7331,3.1727
MTOFOZZd0CBYuPLYHaJo,1/23/2024,15:31:29,BASEB27,NA,Countermovement Jump,,,893.839,0.5183,290.5585,-0.3531,9966.6667,-6788.399,2397,268.1691,1886.8867,211.0992,2395,267.9453,2084.4041,233.1968,2404,268.9522,0.275,41.0448,0.15,22.3881,0.245,36.5672,0.671,0.67,148.2012,292.8679,794.1355,441.0691,1.9762,-1.0182,-1.6423,1.8694,3.1889,3.2665,-1729.2694,-18.979,-2463.1768,-27.0337,3567.7043,39.156,68.084,6203.4827,1.2109,1212,1183,1.4617,957.2333,929.6533,0.6656,1210,1194,-1.1853,1029.849,1054.5551,0.7358,5020,4946.6667,2.8847,-2.3251,N/A,0,6606,909.3883,739.0593,-11.2019,2933,3673,-39.7387,274.0048,635.3835,N/A,1.0015,0.7736,282.277,3.098,1.6265,511.8585,5.6177,3.2143
A0AwkYjNrAKA5fxobhaE,1/23/2024,15:31:22,BASEB27,NA,Countermovement Jump,,,892.383,0.53,293.3415,-0.3823,9598.7261,-6261.8118,2394,268.2705,1862.4586,208.7062,2395,268.3825,2050.4685,229.7745,2394,268.2705,0.288,41.2017,0.157,22.4607,0.254,36.3376,0.67,0.699,151.5414,295.3357,813.6465,446.8771,1.9489,-1.0558,-1.6784,1.8988,3.2247,3.3097,-1758.2667,-19.3287,-2482.4046,-27.2892,3562.1642,39.159,68.3584,6218.3348,1.9624,1221,1174,2.4815,954.3376,908.121,1.8379,1219,1175,0.3408,1028.7283,1021.7402,5.6403,5070.0637,4528.6624,4.828,0.6816,N/A,-5075.0054,7454,1141.8186,835.2916,6.0907,3954,3500,-1.4689,562.5231,579.2955,N/A,0.9585,0.7582,291.6455,3.2061,1.6659,522.001,5.7384,3.2466
vq5wgaE3GjlXcL7h1fYT,1/18/2024,15:27:56,BASEB27,NA,Countermovement Jump,,,900.474,0.5076,289.6887,-0.4089,8502.9586,-5700.1593,2331,258.8637,1846.5858,205.0682,2336,259.4189,1979.5502,219.8342,2331,258.8637,0.28,38.9972,0.169,23.5376,0.269,37.4652,0.641,0.718,159.1669,291.418,844.9925,450.5849,1.8309,-1.0782,-1.7435,1.8571,3.1559,3.2467,-1796.3901,-19.5703,-2563.0018,-27.922,3376.8052,36.7878,64.6142,5931.0264,-3.5959,1126,1210,-1.7313,907.3077,939.2781,-3.4749,1125,1206,-1.6329,973.6134,1005.9368,-5.9151,4000,4502.9586,-3.3855,-3.2353,N/A,-1.265,7049,674.5179,782.8099,10.5972,3898,3151,31.5183,443.5573,230.9606,N/A,0.8928,0.707,311.347,3.3919,1.734,533.6455,5.8137,3.1748
2cCtKCSC8Z3K2jk4PqyE,1/16/2024,15:27:11,BASEB27,NA,Countermovement Jump,,,894.899,0.5184,290.9321,-0.3887,11669.0141,-6585.4721,2560,286.0658,2023.5282,226.1181,2560,286.0658,2048.1825,228.873,2561,286.1775,0.3,43.2277,0.142,20.4611,0.252,36.3112,0.662,0.694,159.4268,291.8885,803.9055,451.3153,1.8309,-1.0813,-1.7487,1.9333,3.1892,3.2788,-1949.9211,-21.3753,-2769.4595,-30.3592,3576.5719,39.2068,65.8169,6004.0202,-3.9844,1229,1331,-5.8874,952.1972,1071.331,-3.9438,1230,1331,-3.6846,986.3571,1061.8254,-0.4225,5809.8592,5859.1549,-11.1487,-7.1022,N/A,-4495.2873,8437,1135.4619,942.788,-7.6686,3895,4542,-15.9682,477.0746,658.3873,N/A,0.9539,0.747,286.5025,3.1407,1.7477,517.403,5.6718,3.1997
iq0sqDdyQywCW7sfTETd,1/16/2024,15:27:05,BASEB27,NA,Countermovement Jump,,,894.959,0.521,291.6764,-0.4125,9299.3631,-5725.5924,2362,263.9227,1942.8726,217.0907,2367,264.4814,1969.0735,220.0183,2362,263.9227,0.289,40.2507,0.157,21.8663,0.272,37.883,0.661,0.718,163.7829,293.3257,841.046,457.1086,1.7909,-1.1044,-1.8038,1.8752,3.1972,3.2816,-1933.7454,-21.1965,-2764.5737,-30.3036,3397.6837,37.2434,65.4005,5966.4369,-1.4787,1166,1201,-2.9626,942.6561,1000.2166,-0.5927,1174,1188,-0.9937,974.7537,994.3199,1.2329,4707.0064,4592.3567,-5.7737,-1.9692,N/A,-5424.8904,6655,1165.8714,743.6095,8.55,3612,3043,36.787,797.3802,368.4913,N/A,0.9206,0.7256,304.2915,3.3355,1.7953,536.7545,5.8836,3.2153
1M2FqGPLaBBHEyS5I0dE,1/15/2024,15:33:33,BASEB27,NA,Countermovement Jump,,,901.161,0.5259,295.0879,-0.4079,9503.0675,-6004.1163,2449,271.7605,1829.7055,203.0387,2458,272.7593,2015.7736,223.6863,2448,271.6496,0.309,41.9267,0.163,22.1167,0.265,35.9566,0.671,0.737,150.5733,296.5758,832.846,447.1491,1.9696,-1.0733,-1.6459,1.8826,3.2123,3.2914,-1730.5134,-18.8383,-2305.3402,-25.0958,3490.4425,37.9968,66.7741,6133.9666,-0.4882,1223,1235,-0.2233,912.8098,916.8957,-0.2451,1221,1227,-0.5081,1002.766,1013.0075,-2.1304,4650.3067,4852.7607,-0.4351,-1.0178,N/A,-4845.0268,7414,1171.8407,822.7165,0.3777,3721,3693,12.6699,660.1557,511.6851,N/A,0.9104,0.7136,297.4625,3.2382,1.6391,535.3835,5.8282,3.2285
DzORLROQ0GS0I0RerP66,1/15/2024,15:33:28,BASEB27,NA,Countermovement Jump,,,903.567,0.5223,294.8424,-0.4313,9837.5,-5750.4775,2480,274.4677,1949.6312,215.7705,2520,278.8946,1967.8051,217.7819,2477,274.1357,0.298,40.5442,0.16,21.7687,0.277,37.6871,0.661,0.735,166.5748,296.0189,857.4525,462.5937,1.7771,-1.1519,-1.8118,1.8957,3.2011,3.2898,-1985.6005,-21.5576,-2738.9083,-29.7362,3421.6829,37.1491,65.2801,6012.7354,-1.6667,1239,1281,-0.7716,967.2938,982.3375,-1.6552,1218,1259,-1.9032,965.1769,1002.6282,-3.5578,4743.75,5093.75,-1.5179,-3.7289,N/A,-5606.378,6841,1252.4487,757.1104,4.1368,3562,3279,-3.7084,603.0012,649.4475,N/A,0.8993,0.7106,311.1455,3.3781,1.8085,546.307,5.9312,3.2139
